SeqName,CAS1_C0,CAS2_C0,CAS3_C0,CAS1_T0,CAS2_T0,CAS3_T0
TRINITY_DN2241_c1_g1,0,0,0,0,0.39,0
TRINITY_DN22421_c0_g1,1.81,4.89,1.67,8.55,0,8.41
TRINITY_DN22427_c0_g1,0,0,0,0,0,0
TRINITY_DN22429_c0_g1,0,26.36,15.77,15.61,18.14,16.02
TRINITY_DN2242_c0_g1,2517.07,2598.82,2867.18,2855.07,1415.08,2866.07
TRINITY_DN2242_c11_g1,36.53,59.72,43.39,19.17,31.03,37.23
TRINITY_DN2242_c16_g2,0,0,0,0,0,0
TRINITY_DN2242_c1_g1,94.48,123.13,104.96,70.68,93.8,110.87
TRINITY_DN2242_c2_g1,4.57,5.89,2.5,0,3.48,4.3
TRINITY_DN2242_c5_g1,570,259.03,225.94,303.63,193.23,327.78
TRINITY_DN22431_c0_g1,0,0,0,0,0,0
TRINITY_DN22431_c0_g2,0,0,0,0,0,0
TRINITY_DN22432_c0_g4,0,0,0.17,0.42,0.22,0.18
TRINITY_DN22433_c0_g1,0,0,0,0,0,0
TRINITY_DN22435_c0_g1,48.71,34.55,84.35,17.63,63.99,79.01
TRINITY_DN22437_c0_g1,0,0,0,0,0,0
TRINITY_DN2243_c0_g3,0.38,0,0,0,0,0
TRINITY_DN2243_c0_g4,160.41,90.37,85.02,63.09,46.95,73.11
TRINITY_DN22441_c0_g1,0,0,4.42,23.09,0,27.56
TRINITY_DN22443_c0_g1,158.41,79.99,50.9,43.21,58.24,102.19
TRINITY_DN22445_c0_g1,0,0,0,0,0,0
TRINITY_DN2244_c0_g1,3.43,0.4,0.92,0.47,0.94,0.45
TRINITY_DN22450_c0_g1,0,12.38,12.27,4.27,0,12.8
TRINITY_DN22451_c0_g1,0,1.9,0,0,0,0
TRINITY_DN22454_c0_g1,0,0,0,0,0,0
TRINITY_DN22455_c0_g1,2.47,2.3,2.25,0,0,3.49
TRINITY_DN2245_c0_g1,18.93,13.38,3.34,14.12,7.52,6.62
TRINITY_DN2245_c1_g1,0,0,0.5,0,0,0
TRINITY_DN22460_c0_g1,0,56.72,0,22.49,100.05,1.07
TRINITY_DN22463_c0_g1,3.52,3.2,0,0,0,1.61
TRINITY_DN22464_c0_g1,0.76,0,0,0,0,0
TRINITY_DN22465_c0_g1,441.74,656.97,417.43,444.16,357.65,475.87
TRINITY_DN22466_c0_g1,622.89,446.87,395.74,318.11,279.34,588.8
TRINITY_DN22466_c1_g1,0,13.78,0,0,5.2,0
TRINITY_DN22469_c0_g1,3.04,0,0,2.31,0,0
TRINITY_DN22470_c0_g1,0,0,0,0,0,0
TRINITY_DN2247_c0_g1,5753.04,5563.73,5153.32,6404.81,3825.36,6479.15
TRINITY_DN2247_c0_g2,4628.37,3747,3166.8,3841.32,2749.8,4359.46
TRINITY_DN22484_c0_g1,0,0,0,0,1.99,0
TRINITY_DN2248_c0_g1,0.48,0,0,0.53,0.55,0.54
TRINITY_DN2248_c0_g2,0,0,0,0,0,0
TRINITY_DN22491_c0_g1,2.19,0,0,0,0,0
TRINITY_DN22495_c0_g1,0,8.89,0,0,9.13,3.04
TRINITY_DN22497_c0_g1,53.47,41.84,33.29,22.31,19.14,76.15
TRINITY_DN22498_c0_g1,2.38,2,0,2.02,4.37,1.88
TRINITY_DN2249_c0_g1,1.9,0,2.59,1.84,1.77,0
TRINITY_DN224_c0_g1,540.79,331.93,420.27,374.55,174.26,352.92
TRINITY_DN22503_c0_g1,921.64,1184.23,955.34,992.18,848.54,1447.93
TRINITY_DN22503_c0_g2,289.04,519.76,437.87,414.31,323.37,636.32
TRINITY_DN22503_c1_g1,0,0,0,0,0,0
TRINITY_DN22503_c2_g1,3.23,0,0,0,3.04,0
TRINITY_DN22504_c0_g1,3.23,1.1,0,2.31,0,1.16
TRINITY_DN22506_c0_g1,8.75,0,7.93,16.74,15.04,24.79
TRINITY_DN2250_c0_g1,6346.25,7819.64,2234.16,2623.19,5420.02,3172.1
TRINITY_DN2250_c0_g2,378.09,145.69,127.91,191.75,91.47,122.15
TRINITY_DN22510_c1_g1,0,13.98,5.59,5.88,11.56,76.96
TRINITY_DN22514_c0_g2,43.1,78.29,0,0,20.02,6.71
TRINITY_DN22516_c0_g1,2.95,0.9,0,0,3.76,0
TRINITY_DN22518_c0_g1,30.06,31.85,0,0,11.95,2.33
TRINITY_DN2251_c1_g1,15.7,36.55,18.44,14.78,14.05,34.27
TRINITY_DN22526_c0_g1,0,0,0,0,0,0
TRINITY_DN22527_c0_g1,7.8,20.77,31.12,22.26,17.86,66.13
TRINITY_DN22528_c0_g1,0,0,0,0,0,0
TRINITY_DN22529_c0_g1,0,0,0,0,0,0
TRINITY_DN22532_c0_g1,2.95,0,2.67,2.79,0,2.77
TRINITY_DN22532_c0_g2,375.24,90.17,101.21,174.78,66.09,139.15
TRINITY_DN22534_c0_g1,0,0,0,0,0,0
TRINITY_DN22535_c0_g1,0,0,0,0,0,0
TRINITY_DN2253_c0_g1,1157.97,144.2,68.5,469.56,87.93,113.2
TRINITY_DN22540_c0_g1,148.99,263.13,176.38,184.16,147.28,320.26
TRINITY_DN22542_c0_g1,0,0,0,0,0,0
TRINITY_DN22542_c0_g2,0,0,0,0,0,0
TRINITY_DN22545_c0_g1,6.56,9.49,0.75,0.77,6.08,3.85
TRINITY_DN2254_c0_g1,0,0,1.08,0,0,0
TRINITY_DN2254_c0_g2,0,0,0,0,0,0
TRINITY_DN22551_c1_g1,529.94,3.59,35.71,516.69,15.6,29.44
TRINITY_DN22552_c0_g1,0,0,0,0,0,0
TRINITY_DN22554_c0_g1,0,0,0,0,0,0
TRINITY_DN22554_c0_g2,0,0,0,0,0,0
TRINITY_DN22556_c0_g1,109.03,82.98,320.48,73.35,35.56,255.83
TRINITY_DN22558_c0_g1,0,0,0,0,0,7.25
TRINITY_DN2255_c0_g1,258.02,141.6,250.22,161.37,105.19,312.39
TRINITY_DN2255_c1_g1,3960.47,2999.26,1599.38,1487.68,2846.14,1800.14
TRINITY_DN2255_c1_g2,311.4,280.8,248.14,163.74,60.17,243.4
TRINITY_DN2255_c2_g1,0.76,0,0.67,0,0,0
TRINITY_DN2255_c3_g1,208.17,240.66,712.04,143.68,96.62,594.62
TRINITY_DN22560_c0_g1,705.48,139,84.69,169.44,112.05,105.68
TRINITY_DN22561_c0_g1,0,0,0,0,0,3.31
TRINITY_DN22563_c0_g1,0,0,0,0,0,3.94
TRINITY_DN22564_c0_g1,18.17,0.7,9.68,9.67,0.39,20.94
TRINITY_DN22568_c0_g1,0.86,0.6,0,0.65,0,0.63
TRINITY_DN2256_c0_g2,909.46,565.1,592.64,388.26,409.59,620.03
TRINITY_DN22572_c0_g2,12.65,0,3.84,11.99,19.74,11.9
TRINITY_DN22573_c0_g1,0,0,0,0,0,0
TRINITY_DN22574_c0_g1,0,0,0,2.79,0,2.77
TRINITY_DN22577_c0_g1,0,0,0,0,0,0
TRINITY_DN22579_c0_g1,0,0,0,0,0,0
TRINITY_DN22579_c1_g1,0,0,0,0,0,0
TRINITY_DN2257_c0_g1,190.47,195.92,154.27,187.24,114.76,189.62
TRINITY_DN22583_c1_g1,0,0,0,0,0,0
TRINITY_DN22583_c2_g1,0,0,0,0,0,13.78
TRINITY_DN2258_c0_g1,395.31,68.4,37.88,33.89,36.56,42.5
TRINITY_DN22590_c0_g1,8.18,0,0,0,0,0
TRINITY_DN22593_c0_g1,13.42,0,6.51,0,0,6.17
TRINITY_DN22596_c1_g1,8.09,2.3,1.17,4.21,0,0
TRINITY_DN22597_c0_g2,21.88,19.87,17.94,23.09,17.37,15.21
TRINITY_DN2259_c0_g1,14.94,13.68,10.85,6.11,3.43,16.2
TRINITY_DN225_c0_g1,16.94,0,1.75,8.31,1.71,9.49
TRINITY_DN225_c1_g1,180.77,119.23,67.42,85.4,74.99,112.75
TRINITY_DN225_c2_g1,0,0,0,0,0,0
TRINITY_DN225_c4_g1,94.67,65.91,34.54,46.05,32.69,32.12
TRINITY_DN225_c4_g2,6.37,7.99,5.51,12.29,4.15,4.92
TRINITY_DN225_c6_g1,4289.85,4225.42,2758.88,1871.01,2614.8,4072.31
TRINITY_DN225_c7_g1,0,0,0,0,0,0
TRINITY_DN22600_c0_g1,0,0,0,0,0,0
TRINITY_DN22605_c0_g1,0,0,0,0,0,0
TRINITY_DN22607_c0_g1,17.13,64.41,10.35,23.62,14.88,21.92
TRINITY_DN2260_c0_g1,6.28,3.59,1.67,0.42,2.27,0.81
TRINITY_DN2260_c1_g1,28.07,13.48,8.84,2.55,8.57,13.51
TRINITY_DN22611_c0_g1,56.42,140.8,46.14,135.43,98.44,69.62
TRINITY_DN22611_c1_g1,4,0,0,0,1.88,0
TRINITY_DN22612_c0_g1,0,0,0,0,0,0
TRINITY_DN22613_c0_g1,1.14,0,0,0,0,0
TRINITY_DN22617_c0_g1,0,0,0,0,0,0
TRINITY_DN2261_c0_g1,0.86,0,3,1.54,0.77,0
TRINITY_DN22620_c0_g1,0,0,0,0,0,0
TRINITY_DN22621_c0_g1,0,0,0,0,0,0
TRINITY_DN22621_c0_g2,14.84,24.86,0,0,30.36,37.49
TRINITY_DN22626_c0_g1,181.72,116.14,90.94,60.12,84.84,200.09
TRINITY_DN2262_c0_g1,0,0,0,0,0,0
TRINITY_DN22630_c0_g1,0,0,0,0,0,0
TRINITY_DN22633_c0_g1,0,0,0,0,0,0
TRINITY_DN22634_c0_g1,0,1.4,0.67,1.42,1.94,0.72
TRINITY_DN22637_c0_g1,5.33,3.89,15.27,3.62,1.05,13.15
TRINITY_DN22637_c1_g1,2,0,0,0,0.66,0
TRINITY_DN22638_c0_g1,76.97,111.64,55.82,55.02,78.15,81.34
TRINITY_DN22638_c1_g1,14.37,6.09,3.75,0.47,4.87,6.26
TRINITY_DN22639_c0_g1,6.28,5.69,1.67,4.33,0.83,1.7
TRINITY_DN22641_c0_g2,316.06,159.87,83.6,149.26,125.93,129.39
TRINITY_DN22642_c0_g1,0,0.4,0,0,0,0.89
TRINITY_DN22644_c0_g1,0.76,1.8,0.67,0,0,0.98
TRINITY_DN22644_c0_g2,9.8,13.28,5.42,12.46,9.24,14.05
TRINITY_DN22645_c0_g1,13.8,0,7.68,0,4.81,8.05
TRINITY_DN22646_c0_g1,59.46,107.35,53.07,123.33,51.21,91
TRINITY_DN22648_c2_g1,3.81,0.9,23.53,13.59,11.61,10.74
TRINITY_DN22649_c0_g1,1.71,0,0,0,0,0
TRINITY_DN22649_c0_g2,0,0,0,0,0,0
TRINITY_DN2264_c0_g1,153.94,48.03,27.45,21.48,34.73,52.44
TRINITY_DN22652_c0_g1,384.85,683.53,350.1,306.83,265.79,503.34
TRINITY_DN22653_c0_g1,0,0,0,0,0,0
TRINITY_DN22654_c1_g1,56.42,115.24,79.68,77.33,99.33,114.18
TRINITY_DN22655_c0_g1,0,0,0,0,0,0
TRINITY_DN22658_c0_g1,0,0,0,0,0,0
TRINITY_DN22659_c0_g1,3.43,11.78,11.35,14.36,8.41,14.05
TRINITY_DN2265_c0_g1,42.24,65.41,46.39,66.77,49.17,56.29
TRINITY_DN2265_c0_g3,62.03,21.97,32.87,30.56,16.31,40.54
TRINITY_DN22660_c0_g1,0,0,0,0,0,0
TRINITY_DN22662_c0_g1,0,0,0,0,0,0.54
TRINITY_DN22664_c0_g1,3.9,0,0.92,0.95,0.94,1.79
TRINITY_DN22665_c0_g1,0,0,0,0,0,0
TRINITY_DN22666_c0_g1,38.06,5.79,17.02,17.92,29.53,29.71
TRINITY_DN2266_c0_g1,1.62,0,0,3.09,0,0
TRINITY_DN22672_c0_g2,2.85,0,0,1.37,0,2.68
TRINITY_DN22673_c0_g1,0.57,1.1,3.42,0.59,2.88,1.7
TRINITY_DN22675_c0_g1,0,64.41,0,41.43,41.04,0
TRINITY_DN22677_c0_g1,5.23,2.6,3.17,2.73,0.55,3.76
TRINITY_DN22679_c1_g1,1.05,1.6,0,0.53,0,2.15
TRINITY_DN2267_c0_g1,544.12,156.08,178.64,273.54,80.86,328.85
TRINITY_DN22680_c0_g1,1537.02,1633.99,978.78,1989.71,1261.61,1500.1
TRINITY_DN22681_c0_g1,0,0,0,0,0,0
TRINITY_DN22682_c0_g1,0,0,0,0,0,0
TRINITY_DN22683_c0_g1,0,0,0,0,0,0
TRINITY_DN22684_c0_g1,28.07,21.87,36.8,25.52,14.66,52.17
TRINITY_DN22684_c0_g2,6.95,15.58,5.92,7.48,13.27,5.01
TRINITY_DN22684_c1_g1,3.23,0,0,0,0,0
TRINITY_DN22687_c0_g1,309.59,209.9,159.78,165.64,174.04,229.97
TRINITY_DN22688_c0_g1,1814.36,2878.73,2443.58,3629.33,3258.44,3727.8
TRINITY_DN2268_c0_g1,1.62,0,1.42,0.83,1.55,1.79
TRINITY_DN2268_c1_g1,98.28,78.39,71.42,40.53,57.13,140.76
TRINITY_DN22694_c1_g2,0,0,0,0,0,0
TRINITY_DN22696_c0_g1,0,0,0,0,0,0
TRINITY_DN226_c1_g1,67.84,54.42,101.71,64.81,45.18,74.63
TRINITY_DN226_c4_g1,0.67,0,0,0,0,0.63
TRINITY_DN22705_c1_g1,0,0,0.58,0,0,0.54
TRINITY_DN22708_c0_g1,48.33,264.03,52.4,22.67,97.34,113.29
TRINITY_DN22709_c0_g1,88.01,97.56,26.7,32.82,21.51,76.87
TRINITY_DN22712_c0_g2,8.66,3.4,4.51,10.62,0,6.98
TRINITY_DN22713_c0_g1,0,0,0,0,0,0
TRINITY_DN22717_c0_g2,0,0,0,0,0,0
TRINITY_DN22718_c0_g1,4.85,0,2.67,1.9,1.83,2.77
TRINITY_DN22719_c0_g1,9.99,109.25,19.77,0,151.98,138.34
TRINITY_DN2271_c1_g1,164970.46,183193.19,104037.46,78630.13,71818.7,94817.39
TRINITY_DN2271_c7_g1,2.95,10.78,1.33,0,1.38,0
TRINITY_DN22721_c0_g1,0,2.7,2.67,0.71,2.21,2.06
TRINITY_DN22725_c0_g1,0,0,0,0,0,0
TRINITY_DN22725_c0_g2,0,0,0,0,0,0
TRINITY_DN22728_c0_g1,3.81,3.5,0,0,0,0
TRINITY_DN22729_c0_g1,0,0,0,0,0,0
TRINITY_DN2272_c0_g1,814.13,1427.78,1109.19,1033.08,1002.56,1462.52
TRINITY_DN22731_c0_g1,4.38,38.94,4.09,17.63,27.87,19.33
TRINITY_DN22733_c0_g1,363.82,113.24,212.01,127.6,45.02,249.75
TRINITY_DN22737_c1_g1,0,0,0,0,0,0
TRINITY_DN22738_c0_g1,330.33,231.87,263.16,260.36,212.76,499.86
TRINITY_DN2273_c10_g1,31.02,39.14,47.39,6.59,21.13,43.94
TRINITY_DN2273_c12_g1,1.05,1,1.67,0.71,0.33,1.7
TRINITY_DN2273_c1_g1,52.23,54.32,27.28,25.4,30.69,37.4
TRINITY_DN2273_c20_g1,2578.44,2395.41,1496.84,1893.8,1449.42,1686.05
TRINITY_DN2273_c23_g1,60.99,45.64,24.78,35.85,17.64,37.49
TRINITY_DN2273_c35_g1,7.8,8.59,31.71,37.51,0,47.43
TRINITY_DN2273_c5_g1,0.86,0.7,1.5,2.37,0.77,2.95
TRINITY_DN22743_c0_g1,0,0,0,0,0,0
TRINITY_DN22745_c1_g1,0,0,0,0,0,0
TRINITY_DN2274_c0_g1,586.55,681.64,389.64,477.22,522.24,486.25
TRINITY_DN22750_c0_g1,18.17,3.59,1.92,4.99,2.49,6.35
TRINITY_DN22751_c0_g1,0,0,0,0,0,1.52
TRINITY_DN22754_c2_g1,4.47,5.19,1.67,4.04,2.05,3.22
TRINITY_DN22755_c0_g2,4.38,8.19,4,4.21,16.65,8.41
TRINITY_DN22755_c2_g1,0,10.29,0,0,8.46,0
TRINITY_DN22755_c2_g2,0,0,7.26,0,7.63,7.7
TRINITY_DN22755_c3_g1,0,26.86,0,16.62,16.43,16.38
TRINITY_DN22756_c0_g1,0,0,0,0,0,0
TRINITY_DN2275_c0_g1,183.62,270.22,188.4,144.22,167.3,291.9
TRINITY_DN2275_c1_g1,1558.42,1716.17,608.41,569.51,1379.08,1087.4
TRINITY_DN2275_c6_g1,0,0,4.59,2.02,0,0
TRINITY_DN22761_c0_g1,0,0,0,0.89,0,0
TRINITY_DN22761_c0_g2,7.8,3.3,7.18,4.39,7.36,9.84
TRINITY_DN22767_c0_g1,1.9,0,0,0,0,0
TRINITY_DN2276_c0_g1,305.6,200.92,135.58,153.36,126.54,179.41
TRINITY_DN2276_c0_g2,0.95,17.28,0,0,25.61,0
TRINITY_DN2276_c3_g1,33.01,36.45,41.05,22.61,21.29,51.27
TRINITY_DN22771_c0_g1,17.79,0,0,21.07,31.58,41.43
TRINITY_DN22775_c0_g2,0,1.6,0,0,0,0.81
TRINITY_DN22776_c0_g1,0,0,0,0,0,0
TRINITY_DN22793_c0_g1,0,0,0.5,0.53,0,10.38
TRINITY_DN22795_c0_g1,0,0,0,0,0,0
TRINITY_DN22798_c0_g1,0,0,0,0,0,0
TRINITY_DN227_c0_g1,770.55,172.76,173.88,141.31,103.7,439.54
TRINITY_DN22800_c0_g1,0,0,3.75,0,0,3.94
TRINITY_DN22808_c0_g1,0,0.8,0,0,0,0
TRINITY_DN22808_c0_g2,0,0,0,0,0,0
TRINITY_DN2280_c0_g1,85.06,70.1,37.05,41.31,33.63,60.22
TRINITY_DN22811_c0_g1,18.36,15.28,10.76,8.01,6.3,17.45
TRINITY_DN22812_c0_g1,0,0,0,0,0,0
TRINITY_DN22816_c0_g1,1.33,1.2,0,0,0,0
TRINITY_DN2281_c0_g1,378.09,451.36,375.54,328.79,280.89,423.17
TRINITY_DN2281_c1_g1,53.66,31.26,25.53,34.9,14.16,36.51
TRINITY_DN22827_c0_g1,0,0,0,0,0,0
TRINITY_DN22828_c0_g1,10.37,14.18,7.93,11.63,1.66,14.76
TRINITY_DN22829_c0_g2,0,0,0,0,0,1.43
TRINITY_DN2282_c0_g1,0.86,0,0,0,0,0
TRINITY_DN22833_c0_g1,9.51,14.88,7.93,6.65,11.39,7.34
TRINITY_DN22835_c0_g1,0,0,0,0,0,0
TRINITY_DN22836_c0_g1,28.45,14.78,3.67,7.72,7.63,23
TRINITY_DN22838_c0_g1,0,0,0,0,0,0
TRINITY_DN2283_c0_g1,60.42,52.43,16.02,29.08,53.04,25.68
TRINITY_DN2283_c16_g1,6.47,0,0,0,24.22,0
TRINITY_DN2283_c4_g1,211.22,49.13,36.29,33.83,25.27,39.19
TRINITY_DN2283_c6_g2,0,0,0,0,0,0
TRINITY_DN22840_c1_g1,0,10.09,0,0,0,0
TRINITY_DN22841_c0_g1,7.71,0,0,0,0,14.5
TRINITY_DN22843_c0_g1,0,2.7,0,0,0,0
TRINITY_DN22844_c1_g1,0,2,25.95,6.23,4.09,4.12
TRINITY_DN22845_c0_g1,0,0,0,0,0,0
TRINITY_DN22846_c0_g1,906.23,295.38,171.04,325.64,246.99,336.1
TRINITY_DN2284_c0_g1,0,0,4.34,4.57,0,0
TRINITY_DN2284_c1_g1,289.04,173.45,116.31,131.93,90.31,122.86
TRINITY_DN22851_c0_g1,0,7.99,15.52,49.26,48.83,16.46
TRINITY_DN22855_c0_g1,0,0,0,1.54,0,0.89
TRINITY_DN22857_c0_g1,138.81,99.76,57.07,132.88,65.81,87.34
TRINITY_DN2285_c0_g1,990.43,430.49,574.62,1638.13,502.11,770.18
TRINITY_DN22862_c0_g1,114.27,66.61,156.78,51.28,21.73,87.16
TRINITY_DN22863_c0_g1,0,0,0,5.16,0,3.4
TRINITY_DN22864_c0_g1,0,0,0,0,0,0
TRINITY_DN2286_c1_g2,571.61,668.35,339.58,433.66,363.41,418.78
TRINITY_DN2286_c2_g1,0,0,0,0,0,0
TRINITY_DN22870_c0_g1,0,0,7.51,0,7.85,0
TRINITY_DN22873_c0_g1,126.73,276.71,4.26,68.37,141.41,44.12
TRINITY_DN2287_c0_g2,131.87,88.97,53.4,88.84,50.05,101.3
TRINITY_DN2287_c0_g4,40.91,45.14,21.36,1.66,25.11,35.97
TRINITY_DN22885_c0_g1,8.75,6.49,8.18,4.27,22.4,2.24
TRINITY_DN22886_c0_g1,0,0,1.59,1.31,0,1.61
TRINITY_DN22888_c0_g1,0,0,0,0,0,0
TRINITY_DN22889_c1_g1,12.84,0,0.83,0,0,10.47
TRINITY_DN2288_c0_g1,430.61,505.29,763.69,392.41,367.22,711.39
TRINITY_DN22891_c0_g1,0,0,0,0,0,0
TRINITY_DN22891_c0_g2,0,1.9,2.59,0,8.63,4.3
TRINITY_DN22891_c1_g1,5.52,0,0,2.61,0,18.17
TRINITY_DN22892_c0_g1,11.89,14.58,3.67,5.22,14.71,2.86
TRINITY_DN22893_c0_g1,14.75,9.49,26.87,12.46,9.07,34
TRINITY_DN22896_c0_g1,0,0,0,0,0,0
TRINITY_DN22897_c0_g1,529.56,388.45,226.78,228.13,299.58,280.35
TRINITY_DN2289_c12_g1,12.56,19.87,15.19,24.21,12.83,24.07
TRINITY_DN2289_c3_g1,326.81,158.88,426.52,64.21,85.22,350.33
TRINITY_DN2289_c6_g1,4,1.7,1.25,0,0.88,0.27
TRINITY_DN2289_c7_g1,180.2,183.74,79.35,175.02,108.01,138.43
TRINITY_DN228_c0_g1,19.79,26.16,25.53,36.74,21.68,30.33
TRINITY_DN22909_c0_g1,0,0,0,0,0,0
TRINITY_DN2290_c2_g1,5.04,10.19,0.42,8.31,2.16,3.4
TRINITY_DN2290_c7_g1,0,0,0,2.79,0.94,0
TRINITY_DN22912_c0_g1,0,0,0,0,7.8,2.6
TRINITY_DN22913_c0_g1,0.38,0,0.33,0,0,1.07
TRINITY_DN22914_c0_g2,41.86,45.84,25.87,25.76,27.65,46.98
TRINITY_DN22914_c4_g1,0,0,0,0,0,0
TRINITY_DN22917_c0_g1,2.95,0,0,0,0,2.77
TRINITY_DN22919_c0_g1,1.43,9.69,8.68,10.39,8.02,3.85
TRINITY_DN2291_c0_g1,217.02,100.36,76.09,112.52,69.57,74.9
TRINITY_DN22927_c0_g1,0,0,0,0,0,0
TRINITY_DN22927_c0_g2,0,0,0,0,0,0
TRINITY_DN22928_c0_g1,0,0,0,0.95,0,0
TRINITY_DN2292_c1_g2,26.73,50.13,24.2,26.88,22.45,29.08
TRINITY_DN22930_c0_g1,147.95,29.56,89.86,47.95,13.55,108.72
TRINITY_DN22931_c0_g1,937.15,925.99,551.93,498.23,604.98,711.04
TRINITY_DN22932_c1_g1,1.9,2.3,1.5,4.33,2.77,1.25
TRINITY_DN22932_c3_g1,0,0,0,16.74,8.35,8.41
TRINITY_DN22933_c0_g1,0.76,0.7,0,0,0,0
TRINITY_DN22934_c0_g1,0,0,0,0,0,0
TRINITY_DN22935_c0_g1,0,0,0,0,0,0
TRINITY_DN2293_c0_g1,1.24,2.2,2.25,0,2.27,0
TRINITY_DN2293_c1_g1,63.17,58.52,34.21,17.33,43.91,71.59
TRINITY_DN22941_c0_g1,0,2.1,0,0.47,0,0
TRINITY_DN22943_c0_g1,6.18,8.49,11.26,0,0,5.82
TRINITY_DN22944_c0_g1,0,0,0,1.72,0.83,0
TRINITY_DN22945_c0_g1,0,0,0,0,0,0
TRINITY_DN22945_c0_g2,0.57,0,0,0,0,0.54
TRINITY_DN22945_c3_g1,0,0,0,0,0,0
TRINITY_DN22948_c0_g1,0,0,0,0,0,0
TRINITY_DN22949_c0_g1,0,0,0,0,0,0
TRINITY_DN2294_c0_g1,0,7.29,0,7.54,14.93,0
TRINITY_DN2294_c0_g2,6.85,2.4,7.43,5.4,4.98,5.28
TRINITY_DN2294_c1_g1,112.65,59.22,76.68,113.06,44.63,80.71
TRINITY_DN2294_c3_g1,0,0,0,0,0,0
TRINITY_DN22951_c0_g2,0,0,0,0,0,0
TRINITY_DN22953_c2_g1,22.74,17.28,0,55.25,4.42,5.64
TRINITY_DN22954_c0_g1,5.23,0,0,0,6.42,19.69
TRINITY_DN22955_c0_g1,2.19,10.59,11.93,5.7,7.52,16.02
TRINITY_DN22955_c1_g1,0,0,0,0,0,0
TRINITY_DN22956_c0_g2,0.19,0,0,0,0,0
TRINITY_DN22957_c0_g1,2.09,1.9,0,0,2.99,1.52
TRINITY_DN22958_c0_g1,0,0,0,0,0,0
TRINITY_DN22959_c0_g1,20.07,34.75,19.69,18.16,39.38,96.28
TRINITY_DN2295_c0_g2,3.43,0,0.5,3.26,0.55,0
TRINITY_DN2295_c1_g1,7.9,1.3,0.67,1.37,1.33,2.68
TRINITY_DN22961_c0_g3,0,1,0,0,0,0
TRINITY_DN22962_c0_g2,27.4,12.48,0,10.45,0,7.79
TRINITY_DN22964_c0_g1,9.51,0,0,7.24,0,3.85
TRINITY_DN22966_c1_g1,4.66,0,3.59,2.26,0,11.72
TRINITY_DN22966_c1_g2,3.71,0,1.67,0,0,14.05
TRINITY_DN22967_c0_g1,0,0,0,0,0,0
TRINITY_DN22968_c0_g1,0,0,0,0,0,0
TRINITY_DN2296_c0_g1,6.18,12.68,0,0,1.49,4.38
TRINITY_DN22972_c0_g1,124.73,200.82,100.12,103.8,122.83,147.74
TRINITY_DN22974_c0_g1,0,0,0,0,0,0
TRINITY_DN22977_c0_g1,55.37,65.51,30.2,26.88,28.43,59.24
TRINITY_DN2297_c0_g1,682.45,126.72,133.16,148.85,80.52,145.14
TRINITY_DN22983_c0_g1,0,0,0,0,0,0
TRINITY_DN22988_c0_g1,85.63,41.74,57.49,38.16,24.67,60.31
TRINITY_DN22989_c0_g1,2.85,0,0,6.77,0,0
TRINITY_DN2298_c0_g1,246.04,159.97,107.47,127.48,132.84,181.2
TRINITY_DN22992_c0_g1,5.23,0,0,4.99,0,2.51
TRINITY_DN22994_c0_g1,0,0,0,0,0,0
TRINITY_DN2299_c0_g1,103.13,77.39,49.14,60.83,37.28,70.96
TRINITY_DN229_c0_g1,157.17,121.93,53.07,62.02,102.92,126.71
TRINITY_DN229_c0_g2,1.71,3.79,0.75,2.43,4.81,7.96
TRINITY_DN22_c0_g1,211.88,204.01,73.59,119.88,138.26,108.9
TRINITY_DN23005_c0_g1,0,0,0,0,0,0.81
TRINITY_DN23008_c1_g1,9.8,0,0,0,27.27,18.34
TRINITY_DN2300_c0_g1,2332.21,1478.21,984.21,1047.44,955.39,1246.95
TRINITY_DN2300_c1_g1,80.01,44.84,34.38,0,35.78,41.79
TRINITY_DN2300_c2_g1,13.89,185.54,55.9,159.35,59.29,142.19
TRINITY_DN23010_c0_g1,1.14,2.1,2.17,2.26,2.21,0
TRINITY_DN23011_c0_g1,0,0,0,0,0,0
TRINITY_DN23013_c1_g1,0,0,1,0,0,0
TRINITY_DN23014_c0_g1,1.33,6.09,0,6.41,1.27,0
TRINITY_DN2301_c0_g1,0,0.3,0.67,0,0,0
TRINITY_DN23020_c0_g1,0,0,0,3.62,0,0
TRINITY_DN2302_c0_g1,9.8,18.77,0,0,4.59,4.56
TRINITY_DN23032_c0_g1,3.9,113.54,17.69,0,40.26,7.34
TRINITY_DN23033_c0_g1,0,0,0,0,0,0
TRINITY_DN23037_c0_g1,1.81,0,0.83,1.78,0.88,0.89
TRINITY_DN2303_c0_g1,7.42,2,12.01,8.43,3.21,3.4
TRINITY_DN2304_c0_g1,1480.88,603.45,211.84,448.91,348.36,546.21
TRINITY_DN23052_c0_g1,0,0,0,0,0,0
TRINITY_DN23053_c0_g1,4.57,0,0,0,4.26,0
TRINITY_DN23055_c0_g1,0,0,0,0,0,0
TRINITY_DN23059_c0_g1,0,0,0,0,0,0
TRINITY_DN23059_c0_g2,0,0,0,0,0,0
TRINITY_DN2305_c0_g1,329.57,285.8,211.76,211.64,171.78,257.8
TRINITY_DN23062_c0_g1,140.81,26.16,17.44,24.93,11.56,27.83
TRINITY_DN23064_c0_g1,2.57,1.5,3.25,0.3,4.65,1.79
