SeqName,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
TRINITY_DN73485_c0_g1,3.23,32.75,0,13.31,3.21,0
TRINITY_DN73486_c3_g1,6.09,0,0,0,0,0
TRINITY_DN73489_c0_g1,0,0,0,0,0,0
TRINITY_DN7348_c0_g1,591.97,323.74,518.64,180.46,215.2,215.78
TRINITY_DN7348_c0_g2,0,0,0,0,7.41,0
TRINITY_DN7348_c3_g1,65.27,65.21,129.83,113.65,67.9,77.16
TRINITY_DN734_c0_g1,303.6,224.48,151.94,82.49,65.97,138.69
TRINITY_DN73505_c0_g1,0,0,0,0,0,0
TRINITY_DN73507_c0_g1,10.66,97.26,29.12,0,3.5,51.11
TRINITY_DN73522_c0_g1,0,0,0,77.94,0,0
TRINITY_DN7352_c0_g1,19.6,27.26,8.26,35.71,30.07,16.49
TRINITY_DN73530_c0_g1,9.99,2.5,1.59,5.67,9.87,8.64
TRINITY_DN73530_c0_g2,8.56,1.3,7.43,0,5.84,0
TRINITY_DN7353_c0_g1,285.33,382.46,204.33,288.23,449.43,449.03
TRINITY_DN7354_c0_g1,1555,1860.07,1524.45,782.97,1859.08,1456.65
TRINITY_DN7354_c0_g2,1.24,3.3,0,0,4.03,0
TRINITY_DN7354_c0_g3,23.88,47.83,21.61,0,23.35,45.6
TRINITY_DN7354_c1_g1,107.13,185.44,95.7,125.14,152.9,189.67
TRINITY_DN7354_c5_g1,31.97,5.59,13.43,0,20.9,0
TRINITY_DN73550_c3_g3,0,0,0,0,0,0
TRINITY_DN73555_c0_g1,0,0,0,0,0,0
TRINITY_DN7355_c0_g1,298.84,54.82,22.28,72.83,79.75,56.87
TRINITY_DN73560_c0_g1,40.05,9.29,27.37,39.43,36.02,29.66
TRINITY_DN73564_c0_g1,1.05,0,0,73.67,0.53,0
TRINITY_DN7356_c0_g1,0,0,0,0,0,0
TRINITY_DN7356_c0_g2,0,0,0,0,0,0
TRINITY_DN7357_c0_g1,249.84,154.88,0,205.6,0,18.63
TRINITY_DN73580_c0_g1,0,3.2,0,3.57,0,0
TRINITY_DN73583_c0_g1,0,0,0,36.55,0,0
TRINITY_DN73586_c0_g1,0,0,0,1.4,0,0
TRINITY_DN73595_c0_g1,12.94,0,0,50.63,0,15.57
TRINITY_DN73597_c0_g1,0.86,0,0,0,0,0
TRINITY_DN7359_c1_g1,1988.09,1797.16,1822.07,1667.7,1238.18,1610.54
TRINITY_DN735_c0_g1,1902.27,1514.56,1995.03,1370.5,1170.46,999.11
TRINITY_DN73601_c0_g1,33.68,61.31,30.62,197.9,182.15,175.39
TRINITY_DN73603_c0_g1,0,0,0,69.33,0,0
TRINITY_DN7361_c0_g2,14.08,0,42.39,2.87,1.99,146.16
TRINITY_DN7362_c0_g1,5.23,6.99,2.34,3.92,5.78,1.59
TRINITY_DN7362_c0_g2,3.23,2.4,2.42,10.71,2.57,0.61
TRINITY_DN73633_c0_g1,0,0,0,0,8.23,0
TRINITY_DN73638_c1_g1,9.32,0,0,0,9.11,0
TRINITY_DN73647_c0_g1,17.79,0,13.93,2.59,9.98,60.85
TRINITY_DN73648_c0_g1,0,4.99,0,0,0,0
TRINITY_DN7364_c0_g1,3.62,5.89,0,1044.81,3.5,2.76
TRINITY_DN73653_c1_g1,0,9.39,0,0,0,0
TRINITY_DN73656_c0_g1,0,0,0,31.79,0,0
TRINITY_DN7365_c0_g1,122.54,83.78,55.48,50.21,90.32,60.92
TRINITY_DN7365_c1_g1,505.01,129.32,180.72,226.68,199.09,169.76
TRINITY_DN73663_c0_g1,0,0,0,0,0,0
TRINITY_DN73675_c0_g1,0,0,0,0,0,0
TRINITY_DN73676_c0_g1,0,0,0,61.55,0,0
TRINITY_DN7367_c0_g3,0,0,0,0,0,0
TRINITY_DN73680_c0_g1,0,0,0,0,0,0
TRINITY_DN7368_c0_g1,0,0,0,0.84,0,0
TRINITY_DN736_c0_g1,4.28,1.1,4.34,0,5.2,4.47
TRINITY_DN736_c0_g2,1.05,14.08,38.46,32,15.76,13.11
TRINITY_DN736_c0_g4,452.4,574.99,456.56,556.16,482.94,638.03
TRINITY_DN736_c13_g1,31.49,0,0,0,0,0
TRINITY_DN73701_c0_g1,0,0,0,15.2,0,0
TRINITY_DN73708_c0_g1,0,0,0,0,0,0
TRINITY_DN73710_c0_g1,0,35.95,0,0,811.58,624.6
TRINITY_DN73712_c0_g1,0,0,0,12.53,0,3.92
TRINITY_DN73713_c0_g1,0,0,0,0,0,0
TRINITY_DN7371_c0_g1,7.52,10.68,9.6,4.27,9.75,5.15
TRINITY_DN73724_c0_g1,0,0,0,0,0,0
TRINITY_DN7372_c0_g1,64.41,188.63,580.88,206.93,34.39,13.48
TRINITY_DN73737_c0_g1,0,0,0,24.09,0,0
TRINITY_DN73737_c0_g2,1.81,0,0,43.42,0,0
TRINITY_DN7373_c0_g1,1.14,0,0,0,0,0.55
TRINITY_DN73745_c0_g1,31.49,11.68,6.76,3.78,18.16,14.22
TRINITY_DN7374_c0_g1,0,0,0,0,0,0
TRINITY_DN7374_c2_g1,435.65,252.54,179.64,233.33,231.14,271.06
TRINITY_DN7374_c3_g1,0,0,0,2.87,0,0
TRINITY_DN73750_c0_g2,0,0,4,0,0,0
TRINITY_DN7375_c0_g1,0,0,7.18,0,0,0
TRINITY_DN7376_c0_g1,6.85,0.6,2.84,2.52,2.45,3.62
TRINITY_DN73772_c1_g1,0,0,0,0,0,0
TRINITY_DN73772_c3_g1,0,0,0,0,0,0
TRINITY_DN73775_c0_g1,0,0,0,0,0,0
TRINITY_DN73779_c0_g1,0,0,0,0,0,0
TRINITY_DN7377_c0_g1,1.33,4.79,12.6,1.4,4.03,3.98
TRINITY_DN73780_c4_g1,0,0,0,0,0,0
TRINITY_DN73780_c5_g1,0,0,0,0,0,0
TRINITY_DN73789_c0_g1,0,0,0,0,0,0
TRINITY_DN7378_c0_g1,319.3,110.34,132.83,125.21,117.93,138.87
TRINITY_DN73797_c0_g1,0,0,0,0,0,0
TRINITY_DN73797_c0_g2,0,0,0,0,0,0
TRINITY_DN73798_c1_g1,0,0,0,0,0,0
TRINITY_DN73799_c0_g1,0,0,0,0,0,0
TRINITY_DN7379_c0_g1,0,0,0,0,2.1,0.86
TRINITY_DN7379_c2_g1,52.9,43.74,17.35,14.64,0,27.52
TRINITY_DN737_c0_g1,0,1.1,0,0,0,0
TRINITY_DN73807_c2_g1,0,0,0,6.16,0,0
TRINITY_DN7380_c0_g1,97.81,80.59,93.87,178.01,100.83,133.91
TRINITY_DN73818_c0_g1,0,0,0,0,0,0
TRINITY_DN73818_c0_g2,0,3.1,3.09,0,0,3.19
TRINITY_DN7381_c0_g1,96.28,162.57,135.67,122.55,153.49,160.87
TRINITY_DN73824_c0_g1,98,52.03,7.43,0,0,5.21
TRINITY_DN73825_c0_g1,0,0,0,0,0,0
TRINITY_DN73833_c6_g1,30.35,27.66,40.8,5.11,24.7,62.69
TRINITY_DN73837_c0_g1,0,0,0,0,0,0
TRINITY_DN7383_c0_g1,364.11,226.48,284.6,292.43,237.33,232.02
TRINITY_DN7383_c1_g1,10.75,8.39,1.42,7.77,6.01,0
TRINITY_DN73848_c0_g1,0,0,0,12.81,0,0
TRINITY_DN7384_c0_g1,399.79,394.74,445.21,301.96,285.96,253.96
TRINITY_DN73852_c0_g1,0,0,0,0,0,0
TRINITY_DN73855_c0_g1,0,0,0,6.09,0,0
TRINITY_DN7385_c0_g2,31.4,15.98,43.89,26.33,91.37,71.76
TRINITY_DN73864_c0_g1,0,0,7.18,0,0,0
TRINITY_DN73868_c0_g1,0,0,0,22.41,0,0
TRINITY_DN7386_c1_g1,27.5,25.66,16.94,12.46,11.27,29.42
TRINITY_DN73871_c0_g1,0,0,0,0,0,5.27
TRINITY_DN73872_c0_g1,1.9,0,1.75,0,0,0
TRINITY_DN7387_c0_g1,238.9,478.72,102.96,248.53,342.01,308.69
TRINITY_DN7388_c0_g1,601.01,494.3,356.27,709.94,438.45,757.96
TRINITY_DN7388_c0_g2,300.84,3.69,3.75,20.73,31.88,1.96
TRINITY_DN73892_c0_g1,0,0,0,0,62.18,7.54
TRINITY_DN73895_c0_g1,0,0,5.51,0,0,0
TRINITY_DN73899_c0_g1,0,0,0,32.28,0,0
TRINITY_DN73899_c0_g2,0,0,0,43.84,0,0
TRINITY_DN738_c0_g1,916.6,660.97,338.16,725.34,967.7,907.55
TRINITY_DN738_c3_g1,5.61,1.5,1.5,4.06,5.08,4.17
TRINITY_DN738_c4_g2,0,0,0,0,0,0
TRINITY_DN738_c5_g3,604.34,526.26,202.75,434.66,632.75,284.3
TRINITY_DN7390_c0_g1,0,0.5,0,0,0,0
TRINITY_DN73925_c0_g1,0,0,0,18.21,0,0
TRINITY_DN73926_c0_g1,7.61,0,8.93,0,2.16,8.52
TRINITY_DN73928_c0_g1,0,0,0,0,0,0
TRINITY_DN73929_c0_g1,0,0,0,0,0,0
TRINITY_DN73932_c0_g1,25.4,0,0,0,0,0
TRINITY_DN73936_c0_g1,52.14,33.85,13.27,56.72,165.92,100.75
TRINITY_DN73937_c0_g1,0,0,0,0,0,0
TRINITY_DN73944_c0_g1,453.73,305.87,429.28,518.27,2190.11,533.66
TRINITY_DN73944_c1_g1,78.3,31.66,7.68,8.75,33.8,41.12
TRINITY_DN7394_c0_g1,0,0,0,0,0,0
TRINITY_DN7395_c0_g1,210.55,157.18,113.31,219.12,115.42,135.25
TRINITY_DN7396_c1_g1,1.71,7.39,0,6.65,0,0
TRINITY_DN73971_c0_g1,4.38,0,0,0,0,0
TRINITY_DN7397_c0_g1,25.78,15.98,13.1,17.86,45.31,23.04
TRINITY_DN7397_c1_g2,0.95,0,0,0,0,0
TRINITY_DN73981_c0_g1,0,0,0,0,0,0
TRINITY_DN73989_c0_g2,13.8,35.35,15.1,5.6,15.88,23.78
TRINITY_DN7398_c0_g1,1078.91,952.85,1456.45,810.5,512.31,589.8
TRINITY_DN7398_c9_g1,51.47,131.61,11.26,2.52,31.29,46.02
TRINITY_DN7399_c0_g1,166.21,63.61,55.57,67.16,112.62,46.09
TRINITY_DN73_c0_g2,36.15,161.97,70.25,49.51,55.99,64.1
TRINITY_DN73_c1_g1,0,0,0,0,4.55,8.95
TRINITY_DN74005_c0_g1,0,0,0,0,0,0
TRINITY_DN74006_c1_g1,0,0,0,0,0,0
TRINITY_DN74011_c0_g1,0,0,0,0,0,0
TRINITY_DN74012_c0_g1,0,0,0,0,0,16.18
TRINITY_DN7401_c0_g1,0,0,0,5.32,0,0
TRINITY_DN7401_c0_g2,2,1.8,0.92,0.35,1.63,1.96
TRINITY_DN74031_c0_g1,0,0,0,0,0,0
TRINITY_DN7403_c0_g1,154.42,194.43,215.51,158.54,323.32,417.71
TRINITY_DN7403_c1_g1,92,135.81,104.54,22.55,114.37,87.88
TRINITY_DN7403_c2_g1,134.44,0,0,40.27,277.96,269.28
TRINITY_DN74044_c0_g1,0,0,0,0,0,0
TRINITY_DN74045_c0_g1,0,0,0,0,0,0
TRINITY_DN74048_c0_g1,9.51,12.38,1.42,0.77,0,7.66
TRINITY_DN7404_c0_g1,113.22,103.65,64.41,81.86,100.01,121.83
TRINITY_DN74058_c0_g1,0,0,0,7.77,0,0
TRINITY_DN7405_c0_g1,0.76,4.79,0,637.88,2.22,2.21
TRINITY_DN74069_c0_g1,0,0,12.93,0,0,0
TRINITY_DN7406_c0_g1,1.05,0,7.34,0,2.8,0
TRINITY_DN74071_c0_g1,0,0,0,0,0,0
TRINITY_DN74071_c3_g1,366.39,492.8,455.06,308.96,475.88,319.1
TRINITY_DN74071_c3_g2,2.47,1.6,2.25,4.76,1.23,0.92
TRINITY_DN74071_c3_g3,0,3.4,0,0,0,0
TRINITY_DN7407_c0_g1,2.76,6.29,0.67,2838.06,12.2,8.64
TRINITY_DN74086_c0_g1,0,0,0,0,0,0
TRINITY_DN7408_c0_g1,126.35,106.05,99.12,88.02,54.3,37.57
TRINITY_DN74093_c0_g1,0,0,0,0,0,0
TRINITY_DN7409_c0_g3,4.57,4.09,25.03,9.24,31.29,15.32
TRINITY_DN7409_c0_g4,359.64,30.16,46.22,45.66,45.42,36.16
TRINITY_DN740_c0_g1,102.09,114.44,85.19,40.97,61.01,70.35
TRINITY_DN74109_c1_g1,12.56,15.18,0,0,0,0
TRINITY_DN7410_c0_g1,2.57,9.79,3.84,22.27,1.23,60.98
TRINITY_DN7410_c1_g1,0,0,0,0,4.09,0
TRINITY_DN74110_c0_g3,0,0,0,0,0,0
TRINITY_DN74112_c2_g1,1.71,0,0,1.75,0,0
TRINITY_DN74117_c0_g1,0,0,0,0,0,0
TRINITY_DN7411_c0_g1,0,0,0,0,0.7,0
TRINITY_DN74135_c0_g1,0,0,5.34,0,0,0
TRINITY_DN7413_c0_g1,0,0,0,1.75,0,0
TRINITY_DN74140_c0_g1,0,0,0,0,0,0
TRINITY_DN74140_c0_g2,0,13.88,0,0,0,0
TRINITY_DN74144_c0_g1,0,6.49,0,0,0,13.61
TRINITY_DN7414_c0_g1,63.36,26.26,27.95,25.07,62.82,53.38
TRINITY_DN7415_c0_g1,665.14,517.47,319.39,305.95,388.77,369.17
TRINITY_DN74163_c0_g1,1085.76,108.95,418.01,51.75,307.74,36.28
TRINITY_DN74164_c0_g1,0,0,0,0,0,0
TRINITY_DN74166_c0_g1,0,0,0,0,0,0
TRINITY_DN74167_c1_g1,78.68,585.77,123.74,71.15,47.82,72.56
TRINITY_DN74169_c0_g1,0,0,0,0,0,0
TRINITY_DN7416_c0_g1,153.18,200.52,119.06,181.86,199.38,202.85
TRINITY_DN74178_c0_g1,0,0,0,0,0,0
TRINITY_DN7417_c0_g1,53.37,17.97,30.45,29.69,52.54,87.27
TRINITY_DN74185_c0_g1,0,0,0,0,0,0
TRINITY_DN74188_c0_g1,0,0,0,0,0,0
TRINITY_DN7418_c0_g1,7.8,161.17,331.49,3.57,0,98.61
TRINITY_DN74198_c0_g1,0,0,0,0,5.96,0
TRINITY_DN741_c0_g1,0,0.9,0.83,1.26,2.69,5.33
TRINITY_DN741_c1_g1,5.42,3.2,0,0,14.89,16.79
TRINITY_DN741_c2_g1,158.13,199.52,127.99,95.59,129.38,155.72
TRINITY_DN741_c4_g1,26.45,35.25,24.95,14.29,20.73,44.61
TRINITY_DN741_c5_g1,83.34,65.21,66.75,50,37.95,88.37
TRINITY_DN741_c6_g1,1.81,0.5,0,1.19,0.58,0.55
TRINITY_DN741_c8_g2,115.03,0,0,0,0,0
TRINITY_DN74202_c0_g1,0,0,0,0,0,0
TRINITY_DN74209_c0_g1,0,0,0,0,0,6.93
TRINITY_DN7420_c0_g1,74.02,26.36,34.79,17.86,47.06,31.87
TRINITY_DN7421_c0_g1,0,0,0,1.54,0,0
TRINITY_DN74226_c0_g1,0,0,0,0,0,0
TRINITY_DN7422_c0_g1,225.49,126.62,311.05,138.23,150.45,125.63
TRINITY_DN7423_c0_g1,0,24.37,15.85,0,0,0
TRINITY_DN7423_c0_g2,0,0,0,0,0,0
TRINITY_DN7423_c2_g2,1.81,1.6,6.51,14.01,1.69,0
TRINITY_DN7423_c3_g1,298.65,283,60.99,177.87,8.58,100.63
TRINITY_DN7424_c0_g3,0,0,1.08,0,0,0
TRINITY_DN74252_c0_g2,0,0,0,0,3.56,0
TRINITY_DN7425_c0_g1,7.14,10.78,0,1.96,77.01,1.84
TRINITY_DN74260_c0_g1,0,0,0,16.11,0,0
TRINITY_DN7426_c0_g1,1283.56,1323.13,994.05,652.09,777.54,733.93
TRINITY_DN7426_c3_g1,0,0,0,0,0,0
TRINITY_DN7427_c0_g1,485.13,285.6,251.31,147.97,192.78,254.76
TRINITY_DN7427_c1_g1,0,0,0,0,0,0
TRINITY_DN7429_c1_g1,0,0,0,1.19,0,1.16
TRINITY_DN7429_c1_g2,104.75,75.29,28.03,100.84,84.71,98.67
TRINITY_DN742_c0_g1,120.26,82.48,112.05,77.45,74.5,66.74
TRINITY_DN742_c11_g1,5.9,9.29,22.86,10.43,21.54,4.23
TRINITY_DN742_c26_g1,0,0,0,0,0,0
TRINITY_DN742_c2_g1,10832.38,11531.49,11236.79,5723.11,6164.88,7042.12
TRINITY_DN742_c3_g1,5.33,1.2,0,2.73,0,0
TRINITY_DN74309_c0_g1,1.9,0,0,1.96,0,1.84
TRINITY_DN7430_c0_g1,2582.72,10837.97,3078.11,5103.44,4505.17,3033.98
TRINITY_DN74312_c0_g1,0,0,0,3.85,0,3.62
TRINITY_DN74317_c0_g1,0,0,0,0,0,0
TRINITY_DN7431_c0_g1,53.37,0,47.56,23.11,37.07,21.63
TRINITY_DN74320_c0_g1,2.95,6.39,3.09,2.66,0,2.14
TRINITY_DN74327_c0_g2,0,0,0,0,0,0
TRINITY_DN74336_c0_g1,0,0,0,0,0,0
TRINITY_DN7433_c1_g1,4.47,2.7,1.75,1.54,2.92,4.23
TRINITY_DN74341_c0_g1,0,0,0,0,0,0
TRINITY_DN74347_c0_g1,0,0,0,16.25,0,0
TRINITY_DN74348_c0_g1,10.66,17.97,8.34,2.94,0.7,9.25
TRINITY_DN7434_c0_g1,0,0,0,0,0,0
TRINITY_DN74351_c0_g1,0,0,0,0,0,0
TRINITY_DN7435_c0_g1,0,0,0,0.84,0.82,0
TRINITY_DN74367_c0_g1,14.65,0,0,0,0,0
TRINITY_DN74369_c0_g1,0,2.3,2.34,0,0,0
TRINITY_DN74370_c0_g1,0,0,0,29.69,0,0
TRINITY_DN74372_c0_g1,0,0,0,0,0,2.45
TRINITY_DN74374_c0_g1,0,0,0,6.51,0,0
TRINITY_DN74378_c0_g1,5.23,0,0,0,0,0
TRINITY_DN74378_c0_g2,0,0,0,0,0,0
TRINITY_DN7437_c0_g1,325.77,208.7,212.09,225.56,183.67,140.52
TRINITY_DN7437_c1_g1,0,0,0,0,0,0
TRINITY_DN74385_c0_g1,165.55,44.64,126.41,49.65,59.78,64.04
TRINITY_DN74393_c0_g1,0,0,0,0,0,0
TRINITY_DN74393_c0_g2,0,0,2.75,0,0,0
TRINITY_DN74396_c0_g1,2462.08,3665.82,2214.8,2189.89,1069.51,1203
TRINITY_DN7439_c0_g1,6.56,0,0,0,0,0
TRINITY_DN743_c0_g1,15.79,8.89,6.93,26.96,19.97,18.88
TRINITY_DN74408_c0_g1,0,0,0,41.88,0,0
TRINITY_DN7440_c0_g1,72.4,78.29,31.54,22.48,90.14,45.47
TRINITY_DN74416_c1_g1,0,0,0,0,0,0
TRINITY_DN7441_c0_g2,72.59,24.27,30.37,38.59,26.21,21.51
TRINITY_DN7441_c1_g1,2.09,3.69,0.5,2.1,2.92,5.39
TRINITY_DN7443_c0_g1,0,0.5,0,0,0,0
TRINITY_DN74440_c0_g1,1.14,0,0,0,0,0
TRINITY_DN74442_c0_g1,0,0,0,0,0,0
TRINITY_DN74443_c0_g1,0,0,0,0,0,0
TRINITY_DN7444_c0_g1,0,0,0,0,0,0
TRINITY_DN74463_c2_g1,0,0,0,0,0,0
TRINITY_DN74463_c4_g1,4.19,0,12.27,0,0,0
TRINITY_DN7447_c0_g1,0,0,0,1.47,0,0
TRINITY_DN7447_c1_g1,252.51,306.87,176.55,63.51,92.07,375.06
TRINITY_DN7447_c1_g2,1.52,0.6,0.58,0.35,0,2.7
TRINITY_DN74485_c0_g1,0,0,0,0,0,0
TRINITY_DN74485_c1_g1,0.67,2.6,0.67,0.7,1.4,2.08
TRINITY_DN74487_c0_g1,0,0,0,0,0,0
TRINITY_DN74487_c1_g2,0,0,0,21.43,0,0
TRINITY_DN7448_c0_g1,13.8,2.8,1.42,10.92,4.5,5.88
TRINITY_DN74496_c0_g1,0,0,0,0,0,0
TRINITY_DN7449_c0_g1,0,0,0.25,0,0,0.25
TRINITY_DN744_c1_g1,67.55,180.25,85.02,29.83,25.45,78.01
TRINITY_DN744_c2_g1,53.95,56.22,83.27,32.84,41.1,96.09
TRINITY_DN7450_c0_g1,1.71,5.79,8.01,0.91,4.26,5.82
TRINITY_DN7451_c1_g1,6.76,3.3,5.84,1.61,1.52,9.68
TRINITY_DN74520_c1_g1,5190.28,4422.15,3077.19,2264.05,2157.77,2657.14
TRINITY_DN74528_c0_g1,0,0,0,0,0,0
TRINITY_DN7452_c0_g2,0,0,0,0,0,0
TRINITY_DN74530_c0_g1,0,0,0,0,0,0
TRINITY_DN74543_c0_g1,0,0,0,0,0,0
TRINITY_DN74548_c0_g1,4.19,0,0,0,0,0
TRINITY_DN7454_c0_g1,1.71,3.59,2.25,1.05,0.35,1.35
TRINITY_DN7454_c0_g2,345.27,289.89,221.61,258.33,344.46,382.23
TRINITY_DN74550_c0_g1,31.87,49.73,56.74,15.69,48.11,16
TRINITY_DN7455_c0_g1,3.23,1.9,2.84,4.13,4.03,10.91
TRINITY_DN7456_c0_g1,0,0,0,0,0,0
TRINITY_DN74572_c0_g1,0,0,0,0,0,0
TRINITY_DN74576_c0_g3,14.75,27.56,12.85,3.99,13.19,15.87
TRINITY_DN74576_c2_g1,7.23,26.26,34.46,32.28,28.32,84.51
TRINITY_DN7458_c0_g1,0.95,0,0,0,0,0
TRINITY_DN74592_c0_g1,0,0,0,0,0,0
TRINITY_DN74592_c0_g2,0,0,1.33,3.01,1.46,4.29
TRINITY_DN74592_c2_g1,0,0,0,0,0,0
TRINITY_DN74592_c3_g1,0,0,0,31.58,0,0
TRINITY_DN74592_c4_g1,0,0,0,0,0,0
TRINITY_DN74597_c0_g1,0,0,0,19.4,0,0
TRINITY_DN7459_c0_g1,2.28,1.3,0.83,0,0,2.27
TRINITY_DN7459_c2_g2,8.37,3.59,0,0,0,3.98
TRINITY_DN745_c0_g1,306.17,183.14,136.08,129.27,162.13,166.94
TRINITY_DN745_c2_g1,1232.37,680.64,525.98,554.13,771.82,653.04
TRINITY_DN745_c43_g1,83.06,2.8,1.84,6.23,7.01,50.93
TRINITY_DN745_c4_g1,297.98,2,0,46.57,31,4.17
TRINITY_DN745_c6_g1,126.25,173.85,108.22,72.97,121.32,117.3
TRINITY_DN745_c7_g1,332.24,75.59,21.44,47.41,23.53,30.52
TRINITY_DN74603_c0_g2,44.91,36.75,0,4.55,4.26,8.58
TRINITY_DN74605_c0_g1,0,55.52,0,0,0,0
TRINITY_DN7460_c0_g1,239.28,42.74,75.84,153.22,160.55,169.02
TRINITY_DN74612_c0_g1,75.07,44.14,27.37,4.9,23.82,19
TRINITY_DN74612_c0_g2,17.51,0,0,8.82,0,0
TRINITY_DN74614_c0_g1,2646.56,2567.97,3239.72,1193.89,1265.56,1165.19
TRINITY_DN74614_c1_g1,0,0,0,0,0,0
TRINITY_DN74629_c0_g1,0,0,0,22.69,0,0
TRINITY_DN7462_c0_g1,5358.49,4644.83,4293.1,3754.16,2575.09,3395.61
TRINITY_DN74634_c0_g1,0,0,0,0,0,0
TRINITY_DN7463_c0_g1,1.33,0,0,0,0,0.43
TRINITY_DN7463_c0_g2,1.33,0.2,0,0.49,1.17,0.49
TRINITY_DN7463_c1_g2,2.47,2.4,20.44,7.49,4.85,0
TRINITY_DN74640_c0_g1,0,0,0,0,0,0
TRINITY_DN74646_c0_g1,0,0,0,54.9,0,0
TRINITY_DN7464_c0_g1,39.86,99.86,131.33,14.92,61.71,91.01
TRINITY_DN74664_c0_g1,0,0,0,0,0,0
TRINITY_DN7466_c0_g1,31.68,24.37,5.26,43.7,49.68,20.59
TRINITY_DN74679_c1_g2,0,0,0,0.42,0,0
TRINITY_DN7467_c0_g1,0.86,0,2.25,2.45,0,1.53
TRINITY_DN74682_c0_g1,0,0,0,0,0,69.31
TRINITY_DN7468_c0_g1,69.64,84.88,55.07,28.43,51.96,75.01
TRINITY_DN7468_c0_g2,621.75,383.86,450.72,527.52,248.71,195.8
TRINITY_DN7468_c0_g3,341.84,171.06,43.55,162.53,98.14,79.36
TRINITY_DN74696_c0_g1,0,3.4,0,0,0,0
TRINITY_DN74697_c0_g1,0,0,0,0,0,0
TRINITY_DN7469_c0_g1,0.38,0,0.33,0,0,0
TRINITY_DN7469_c2_g1,0,0,0,0,0,0.92
TRINITY_DN746_c0_g1,37.96,21.57,24.2,15.2,18.04,27.46
TRINITY_DN746_c0_g2,576.94,470.43,469.41,198.11,416.04,495.23
TRINITY_DN7470_c0_g1,0,0,3.17,20.45,1.69,0
TRINITY_DN7471_c0_g1,0.38,0,14.77,13.38,19.91,1.53
TRINITY_DN74725_c0_g1,3.04,0,2.25,0,0,2.88
TRINITY_DN74728_c0_g1,0,0,0,0,0,0
TRINITY_DN74736_c0_g2,17.22,3.69,0,4.13,25.05,23.59
TRINITY_DN7473_c0_g1,415.29,200.92,110.05,105.6,121.14,125.08
TRINITY_DN74747_c0_g1,0,0,0,0,0,0
TRINITY_DN7474_c0_g1,12.08,77.09,35.04,0,6.36,21.76
TRINITY_DN74751_c0_g1,7.33,20.07,6.51,0,35.67,34.75
TRINITY_DN74760_c0_g2,7.14,6.49,12.77,36.27,13.95,13.61
TRINITY_DN74764_c0_g1,2.66,7.19,0,0,5.14,3.8
TRINITY_DN7476_c0_g1,23.69,118.83,38.05,76.05,14.65,13.85
TRINITY_DN74770_c0_g1,0,0,0,0,0,0
TRINITY_DN74771_c0_g1,2.09,2.6,1.33,0,0.7,4.78
TRINITY_DN74772_c0_g1,0,0,0,0,0,0
TRINITY_DN74772_c1_g1,0,0,0,0,0,0
TRINITY_DN74775_c0_g2,0,0,0,0,0,0
TRINITY_DN74779_c0_g1,0,0,0,10.15,0,0
TRINITY_DN7477_c0_g1,1128.67,1005.18,827.18,908.53,612.2,640.23
TRINITY_DN7478_c0_g1,904.51,681.44,565.78,729.96,677.59,706.3
TRINITY_DN74799_c0_g1,1.71,1,1,1.12,0.53,6.07
TRINITY_DN7479_c1_g1,45.19,28.36,22.78,52.38,51.03,32.66
TRINITY_DN747_c0_g1,1.24,0.5,0.17,1.47,0.35,0.18
TRINITY_DN74800_c0_g1,0,0,0,20.59,0,0
TRINITY_DN74808_c0_g1,0,0,0,0,0,0
TRINITY_DN74812_c0_g1,0,0,0,0,0,0
TRINITY_DN74816_c0_g2,28.07,34.05,124.07,37.74,9.05,44.12
TRINITY_DN74817_c0_g1,0,0,0,0,0,0
TRINITY_DN74817_c0_g2,0,0,0,0,0,0
TRINITY_DN74817_c0_g5,0,0,0,0,0,0
TRINITY_DN74817_c1_g1,0,0,0,0,0,0
TRINITY_DN74817_c1_g2,0,0,0,0,0,12.26
TRINITY_DN7481_c0_g1,11.04,0,43.97,5.6,9.05,22.98
TRINITY_DN74828_c1_g1,0,1.8,3.5,0,5.66,18.69
TRINITY_DN7482_c0_g1,526.13,275.01,221.61,250.28,344.98,369.42
TRINITY_DN7483_c0_g1,59.75,0,0,24.93,1.75,7.48
TRINITY_DN7483_c0_g2,0.67,2.8,0.33,1.05,1.11,1.96
TRINITY_DN74856_c0_g1,0,0,0,0,0,0
TRINITY_DN74863_c0_g1,0,0,0,0,0,0
TRINITY_DN74866_c0_g1,0,0,0,63.09,0.76,0
TRINITY_DN7487_c0_g1,41.67,9.79,9.09,4.41,19.56,12.93
TRINITY_DN7487_c1_g1,22.93,42.84,24.61,39.01,65.45,18.69
TRINITY_DN7487_c2_g1,56.7,15.98,16.85,24.09,20.67,24.76
TRINITY_DN74881_c0_g1,0,0,0,0,0,0
TRINITY_DN74883_c0_g1,0,0,32.37,0,6.95,0
TRINITY_DN74885_c1_g1,0,16.58,0,9.17,0,0
TRINITY_DN74887_c0_g1,19.69,7.49,0.83,26.54,55.52,32.05
TRINITY_DN74887_c0_g2,0,0,0,0,0,0
TRINITY_DN7488_c0_g1,0,160.47,356.85,151.61,451.47,117.73
TRINITY_DN748_c1_g1,212.83,66.51,34.46,51.19,59.03,44.49
TRINITY_DN74900_c1_g1,0,0,0,0,0,0
